Scan #,Time,Uniaxial Gage C2A-13-250LW-120 on S1-Ch1 microstrain,Uniaxial Gage C2A-13-250LW-120 on S1-Ch2 microstrain
18339,0.00:03:03.39,9478.00,-250.00
18340,0.00:03:03.40,9476.00,-251.00
18341,0.00:03:03.41,9473.00,-251.00
18342,0.00:03:03.42,9471.00,-251.00
18343,0.00:03:03.43,9468.00,-251.00
18344,0.00:03:03.44,9465.00,-250.00
18345,0.00:03:03.45,9462.00,-250.00
18346,0.00:03:03.46,9460.00,-250.00
18347,0.00:03:03.47,9457.00,-250.00
18348,0.00:03:03.48,9454.00,-250.00
18349,0.00:03:03.49,9452.00,-250.00
18350,0.00:03:03.50,9450.00,-250.00
18351,0.00:03:03.51,9448.00,-250.00
18352,0.00:03:03.52,9445.00,-250.00
18353,0.00:03:03.53,9443.00,-250.00
18354,0.00:03:03.54,9440.00,-250.00
18355,0.00:03:03.55,9438.00,-249.00
18356,0.00:03:03.56,9435.00,-249.00
18357,0.00:03:03.57,9433.00,-249.00
18358,0.00:03:03.58,9430.00,-249.00
18359,0.00:03:03.59,9428.00,-249.00
18360,0.00:03:03.60,9425.00,-249.00
18361,0.00:03:03.61,9423.00,-249.00
18362,0.00:03:03.62,9420.00,-249.00
18363,0.00:03:03.63,9417.00,-249.00
18364,0.00:03:03.64,9413.00,-249.00
18365,0.00:03:03.65,9410.00,-249.00
18366,0.00:03:03.66,9407.00,-249.00
18367,0.00:03:03.67,9405.00,-249.00
18368,0.00:03:03.68,9402.00,-249.00
18369,0.00:03:03.69,9399.00,-248.00
18370,0.00:03:03.70,9396.00,-248.00
18371,0.00:03:03.71,9392.00,-248.00
18372,0.00:03:03.72,9389.00,-248.00
18373,0.00:03:03.73,9387.00,-248.00
18374,0.00:03:03.74,9384.00,-248.00
18375,0.00:03:03.75,9381.00,-248.00
18376,0.00:03:03.76,9379.00,-247.00
18377,0.00:03:03.77,9376.00,-247.00
18378,0.00:03:03.78,9373.00,-247.00
18379,0.00:03:03.79,9370.00,-247.00
18380,0.00:03:03.80,9368.00,-247.00
18381,0.00:03:03.81,9365.00,-247.00
18382,0.00:03:03.82,9362.00,-247.00
18383,0.00:03:03.83,9360.00,-247.00
18384,0.00:03:03.84,9357.00,-247.00
18385,0.00:03:03.85,9355.00,-247.00
18386,0.00:03:03.86,9352.00,-247.00
18387,0.00:03:03.87,9350.00,-247.00
18388,0.00:03:03.88,9347.00,-247.00
18389,0.00:03:03.89,9344.00,-246.00
18390,0.00:03:03.90,9341.00,-246.00
18391,0.00:03:03.91,9338.00,-246.00
18392,0.00:03:03.92,9335.00,-246.00
18393,0.00:03:03.93,9333.00,-246.00
18394,0.00:03:03.94,9330.00,-246.00
18395,0.00:03:03.95,9327.00,-246.00
18396,0.00:03:03.96,9324.00,-246.00
18397,0.00:03:03.97,9321.00,-246.00
18398,0.00:03:03.98,9319.00,-246.00
18399,0.00:03:03.99,9316.00,-245.00
18400,0.00:03:04.00,9313.00,-245.00
18401,0.00:03:04.01,9310.00,-245.00
18402,0.00:03:04.02,9307.00,-245.00
18403,0.00:03:04.03,9304.00,-245.00
18404,0.00:03:04.04,9302.00,-245.00
18405,0.00:03:04.05,9299.00,-244.00
18406,0.00:03:04.06,9296.00,-244.00
18407,0.00:03:04.07,9293.00,-245.00
18408,0.00:03:04.08,9290.00,-244.00
18409,0.00:03:04.09,9288.00,-244.00
18410,0.00:03:04.10,9285.00,-244.00
18411,0.00:03:04.11,9282.00,-244.00
18412,0.00:03:04.12,9280.00,-244.00
18413,0.00:03:04.13,9277.00,-244.00
18414,0.00:03:04.14,9275.00,-244.00
18415,0.00:03:04.15,9272.00,-244.00
18416,0.00:03:04.16,9269.00,-243.00
18417,0.00:03:04.17,9267.00,-243.00
18418,0.00:03:04.18,9265.00,-243.00
18419,0.00:03:04.19,9262.00,-243.00
18420,0.00:03:04.20,9259.00,-243.00
18421,0.00:03:04.21,9257.00,-243.00
18422,0.00:03:04.22,9255.00,-243.00
18423,0.00:03:04.23,9252.00,-243.00
18424,0.00:03:04.24,9250.00,-243.00
18425,0.00:03:04.25,9247.00,-242.00
18426,0.00:03:04.26,9244.00,-243.00
18427,0.00:03:04.27,9242.00,-243.00
18428,0.00:03:04.28,9238.00,-242.00
18429,0.00:03:04.29,9235.00,-242.00
18430,0.00:03:04.30,9232.00,-242.00
18431,0.00:03:04.31,9229.00,-242.00
18432,0.00:03:04.32,9226.00,-242.00
18433,0.00:03:04.33,9222.00,-241.00
18434,0.00:03:04.34,9219.00,-241.00
18435,0.00:03:04.35,9216.00,-241.00
18436,0.00:03:04.36,9214.00,-241.00
18437,0.00:03:04.37,9210.00,-241.00
18438,0.00:03:04.38,9207.00,-241.00
18439,0.00:03:04.39,9205.00,-241.00
18440,0.00:03:04.40,9202.00,-241.00
18441,0.00:03:04.41,9199.00,-241.00
18442,0.00:03:04.42,9196.00,-241.00
18443,0.00:03:04.43,9193.00,-240.00
18444,0.00:03:04.44,9190.00,-240.00
18445,0.00:03:04.45,9188.00,-240.00
18446,0.00:03:04.46,9185.00,-240.00
18447,0.00:03:04.47,9182.00,-240.00
18448,0.00:03:04.48,9179.00,-239.00
18449,0.00:03:04.49,9176.00,-240.00
18450,0.00:03:04.50,9174.00,-240.00
18451,0.00:03:04.51,9171.00,-240.00
18452,0.00:03:04.52,9168.00,-240.00
18453,0.00:03:04.53,9166.00,-239.00
18454,0.00:03:04.54,9164.00,-239.00
18455,0.00:03:04.55,9162.00,-239.00
18456,0.00:03:04.56,9159.00,-239.00
18457,0.00:03:04.57,9157.00,-239.00
18458,0.00:03:04.58,9156.00,-239.00
18459,0.00:03:04.59,9153.00,-239.00
18460,0.00:03:04.60,9150.00,-239.00
18461,0.00:03:04.61,9148.00,-239.00
18462,0.00:03:04.62,9145.00,-239.00
18463,0.00:03:04.63,9143.00,-238.00
18464,0.00:03:04.64,9140.00,-239.00
18465,0.00:03:04.65,9137.00,-238.00
18466,0.00:03:04.66,9134.00,-239.00
18467,0.00:03:04.67,9132.00,-238.00
18468,0.00:03:04.68,9129.00,-238.00
18469,0.00:03:04.69,9127.00,-238.00
18470,0.00:03:04.70,9123.00,-238.00
18471,0.00:03:04.71,9121.00,-238.00
18472,0.00:03:04.72,9117.00,-238.00
18473,0.00:03:04.73,9114.00,-238.00
18474,0.00:03:04.74,9111.00,-238.00
18475,0.00:03:04.75,9108.00,-237.00
18476,0.00:03:04.76,9106.00,-237.00
18477,0.00:03:04.77,9103.00,-237.00
18478,0.00:03:04.78,9101.00,-237.00
18479,0.00:03:04.79,9097.00,-237.00
18480,0.00:03:04.80,9095.00,-237.00
18481,0.00:03:04.81,9092.00,-237.00
18482,0.00:03:04.82,9089.00,-236.00
18483,0.00:03:04.83,9086.00,-237.00
18484,0.00:03:04.84,9083.00,-236.00
18485,0.00:03:04.85,9082.00,-236.00
18486,0.00:03:04.86,9079.00,-236.00
18487,0.00:03:04.87,9076.00,-236.00
18488,0.00:03:04.88,9074.00,-236.00
18489,0.00:03:04.89,9071.00,-236.00
18490,0.00:03:04.90,9068.00,-236.00
18491,0.00:03:04.91,9066.00,-236.00
18492,0.00:03:04.92,9063.00,-236.00
18493,0.00:03:04.93,9060.00,-236.00
18494,0.00:03:04.94,9058.00,-236.00
18495,0.00:03:04.95,9055.00,-236.00
18496,0.00:03:04.96,9052.00,-236.00
18497,0.00:03:04.97,9050.00,-236.00
18498,0.00:03:04.98,9047.00,-235.00
18499,0.00:03:04.99,9044.00,-236.00
18500,0.00:03:05.00,9041.00,-235.00
18501,0.00:03:05.01,9038.00,-235.00
18502,0.00:03:05.02,9035.00,-235.00
18503,0.00:03:05.03,9032.00,-235.00
18504,0.00:03:05.04,9029.00,-235.00
18505,0.00:03:05.05,9026.00,-235.00
18506,0.00:03:05.06,9023.00,-234.00
18507,0.00:03:05.07,9020.00,-234.00
18508,0.00:03:05.08,9017.00,-234.00
18509,0.00:03:05.09,9014.00,-234.00
18510,0.00:03:05.10,9011.00,-234.00
18511,0.00:03:05.11,9008.00,-234.00
18512,0.00:03:05.12,9005.00,-234.00
18513,0.00:03:05.13,9002.00,-234.00
18514,0.00:03:05.14,8999.00,-234.00
18515,0.00:03:05.15,8996.00,-234.00
18516,0.00:03:05.16,8993.00,-233.00
18517,0.00:03:05.17,8990.00,-233.00
18518,0.00:03:05.18,8988.00,-233.00
18519,0.00:03:05.19,8985.00,-233.00
18520,0.00:03:05.20,8982.00,-233.00
18521,0.00:03:05.21,8980.00,-233.00
18522,0.00:03:05.22,8978.00,-233.00
18523,0.00:03:05.23,8975.00,-233.00
18524,0.00:03:05.24,8973.00,-233.00
18525,0.00:03:05.25,8971.00,-233.00
18526,0.00:03:05.26,8968.00,-232.00
18527,0.00:03:05.27,8965.00,-232.00
18528,0.00:03:05.28,8963.00,-232.00
18529,0.00:03:05.29,8961.00,-232.00
18530,0.00:03:05.30,8958.00,-232.00
18531,0.00:03:05.31,8955.00,-232.00
18532,0.00:03:05.32,8952.00,-232.00
18533,0.00:03:05.33,8949.00,-232.00
18534,0.00:03:05.34,8946.00,-232.00
18535,0.00:03:05.35,8943.00,-232.00
18536,0.00:03:05.36,8940.00,-232.00
18537,0.00:03:05.37,8937.00,-231.00
18538,0.00:03:05.38,8935.00,-231.00
18539,0.00:03:05.39,8931.00,-231.00
18540,0.00:03:05.40,8928.00,-231.00
18541,0.00:03:05.41,8925.00,-231.00
18542,0.00:03:05.42,8922.00,-231.00
18543,0.00:03:05.43,8919.00,-230.00
18544,0.00:03:05.44,8916.00,-231.00
18545,0.00:03:05.45,8914.00,-230.00
18546,0.00:03:05.46,8911.00,-230.00
18547,0.00:03:05.47,8908.00,-230.00
18548,0.00:03:05.48,8905.00,-230.00
18549,0.00:03:05.49,8902.00,-230.00
18550,0.00:03:05.50,8900.00,-230.00
18551,0.00:03:05.51,8897.00,-230.00
18552,0.00:03:05.52,8894.00,-229.00
18553,0.00:03:05.53,8892.00,-230.00
18554,0.00:03:05.54,8890.00,-230.00
18555,0.00:03:05.55,8887.00,-229.00
18556,0.00:03:05.56,8885.00,-229.00
18557,0.00:03:05.57,8882.00,-229.00
18558,0.00:03:05.58,8880.00,-229.00
18559,0.00:03:05.59,8878.00,-229.00
18560,0.00:03:05.60,8875.00,-229.00
18561,0.00:03:05.61,8872.00,-229.00
18562,0.00:03:05.62,8869.00,-229.00
18563,0.00:03:05.63,8867.00,-229.00
18564,0.00:03:05.64,8865.00,-229.00
18565,0.00:03:05.65,8862.00,-229.00
18566,0.00:03:05.66,8860.00,-228.00
18567,0.00:03:05.67,8857.00,-228.00
18568,0.00:03:05.68,8854.00,-228.00
18569,0.00:03:05.69,8851.00,-228.00
18570,0.00:03:05.70,8848.00,-228.00
18571,0.00:03:05.71,8845.00,-228.00
18572,0.00:03:05.72,8843.00,-228.00
18573,0.00:03:05.73,8840.00,-228.00
18574,0.00:03:05.74,8837.00,-227.00
18575,0.00:03:05.75,8834.00,-227.00
18576,0.00:03:05.76,8832.00,-227.00
18577,0.00:03:05.77,8828.00,-227.00
18578,0.00:03:05.78,8826.00,-227.00
18579,0.00:03:05.79,8823.00,-227.00
18580,0.00:03:05.80,8821.00,-227.00
18581,0.00:03:05.81,8818.00,-227.00
18582,0.00:03:05.82,8815.00,-227.00
18583,0.00:03:05.83,8812.00,-227.00
18584,0.00:03:05.84,8809.00,-226.00
18585,0.00:03:05.85,8806.00,-226.00
18586,0.00:03:05.86,8804.00,-226.00
18587,0.00:03:05.87,8801.00,-226.00
18588,0.00:03:05.88,8798.00,-226.00
18589,0.00:03:05.89,8796.00,-226.00
18590,0.00:03:05.90,8794.00,-226.00
18591,0.00:03:05.91,8791.00,-226.00
18592,0.00:03:05.92,8788.00,-226.00
18593,0.00:03:05.93,8785.00,-226.00
18594,0.00:03:05.94,8783.00,-226.00
18595,0.00:03:05.95,8780.00,-225.00
18596,0.00:03:05.96,8778.00,-225.00
18597,0.00:03:05.97,8775.00,-225.00
18598,0.00:03:05.98,8773.00,-225.00
18599,0.00:03:05.99,8770.00,-225.00
18600,0.00:03:06.00,8767.00,-225.00
18601,0.00:03:06.01,8764.00,-225.00
18602,0.00:03:06.02,8761.00,-225.00
18603,0.00:03:06.03,8758.00,-225.00
18604,0.00:03:06.04,8755.00,-224.00
18605,0.00:03:06.05,8752.00,-224.00
18606,0.00:03:06.06,8749.00,-224.00
18607,0.00:03:06.07,8746.00,-224.00
18608,0.00:03:06.08,8743.00,-224.00
18609,0.00:03:06.09,8740.00,-224.00
18610,0.00:03:06.10,8737.00,-224.00
18611,0.00:03:06.11,8734.00,-224.00
18612,0.00:03:06.12,8731.00,-224.00
18613,0.00:03:06.13,8729.00,-224.00
18614,0.00:03:06.14,8726.00,-224.00
18615,0.00:03:06.15,8723.00,-224.00
18616,0.00:03:06.16,8720.00,-224.00
18617,0.00:03:06.17,8717.00,-223.00
18618,0.00:03:06.18,8715.00,-223.00
18619,0.00:03:06.19,8711.00,-223.00
18620,0.00:03:06.20,8709.00,-223.00
18621,0.00:03:06.21,8706.00,-223.00
18622,0.00:03:06.22,8704.00,-223.00
18623,0.00:03:06.23,8701.00,-223.00
18624,0.00:03:06.24,8698.00,-223.00
18625,0.00:03:06.25,8696.00,-223.00
18626,0.00:03:06.26,8693.00,-223.00
18627,0.00:03:06.27,8690.00,-222.00
18628,0.00:03:06.28,8688.00,-223.00
18629,0.00:03:06.29,8685.00,-222.00
18630,0.00:03:06.30,8682.00,-222.00
18631,0.00:03:06.31,8680.00,-222.00
18632,0.00:03:06.32,8677.00,-222.00
18633,0.00:03:06.33,8675.00,-222.00
18634,0.00:03:06.34,8672.00,-222.00
18635,0.00:03:06.35,8669.00,-222.00
18636,0.00:03:06.36,8666.00,-222.00
18637,0.00:03:06.37,8663.00,-221.00
18638,0.00:03:06.38,8661.00,-221.00
18639,0.00:03:06.39,8658.00,-221.00
18640,0.00:03:06.40,8656.00,-221.00
18641,0.00:03:06.41,8653.00,-221.00
18642,0.00:03:06.42,8650.00,-221.00
18643,0.00:03:06.43,8647.00,-221.00
18644,0.00:03:06.44,8644.00,-221.00
18645,0.00:03:06.45,8642.00,-220.00
18646,0.00:03:06.46,8639.00,-220.00
18647,0.00:03:06.47,8636.00,-220.00
18648,0.00:03:06.48,8633.00,-220.00
18649,0.00:03:06.49,8631.00,-220.00
18650,0.00:03:06.50,8628.00,-220.00
18651,0.00:03:06.51,8625.00,-220.00
18652,0.00:03:06.52,8623.00,-220.00
18653,0.00:03:06.53,8620.00,-220.00
18654,0.00:03:06.54,8617.00,-219.00
18655,0.00:03:06.55,8614.00,-219.00
18656,0.00:03:06.56,8612.00,-220.00
18657,0.00:03:06.57,8610.00,-219.00
18658,0.00:03:06.58,8607.00,-219.00
18659,0.00:03:06.59,8604.00,-219.00
18660,0.00:03:06.60,8601.00,-219.00
18661,0.00:03:06.61,8599.00,-219.00
18662,0.00:03:06.62,8597.00,-219.00
18663,0.00:03:06.63,8594.00,-219.00
18664,0.00:03:06.64,8591.00,-219.00
18665,0.00:03:06.65,8589.00,-219.00
18666,0.00:03:06.66,8586.00,-218.00
18667,0.00:03:06.67,8584.00,-218.00
18668,0.00:03:06.68,8581.00,-218.00
18669,0.00:03:06.69,8578.00,-218.00
18670,0.00:03:06.70,8575.00,-218.00
18671,0.00:03:06.71,8573.00,-218.00
18672,0.00:03:06.72,8569.00,-218.00
18673,0.00:03:06.73,8566.00,-218.00
18674,0.00:03:06.74,8564.00,-218.00
18675,0.00:03:06.75,8561.00,-218.00
18676,0.00:03:06.76,8558.00,-217.00
18677,0.00:03:06.77,8555.00,-217.00
18678,0.00:03:06.78,8552.00,-217.00
18679,0.00:03:06.79,8549.00,-217.00
18680,0.00:03:06.80,8546.00,-217.00
18681,0.00:03:06.81,8544.00,-217.00
18682,0.00:03:06.82,8541.00,-217.00
18683,0.00:03:06.83,8539.00,-217.00
18684,0.00:03:06.84,8536.00,-217.00
18685,0.00:03:06.85,8533.00,-217.00
18686,0.00:03:06.86,8530.00,-217.00
18687,0.00:03:06.87,8528.00,-216.00
18688,0.00:03:06.88,8525.00,-216.00
18689,0.00:03:06.89,8522.00,-216.00
18690,0.00:03:06.90,8519.00,-216.00
18691,0.00:03:06.91,8517.00,-216.00
18692,0.00:03:06.92,8515.00,-216.00
18693,0.00:03:06.93,8513.00,-216.00
18694,0.00:03:06.94,8510.00,-216.00
18695,0.00:03:06.95,8507.00,-216.00
18696,0.00:03:06.96,8505.00,-216.00
18697,0.00:03:06.97,8502.00,-215.00
18698,0.00:03:06.98,8499.00,-215.00
18699,0.00:03:06.99,8497.00,-216.00
18700,0.00:03:07.00,8494.00,-215.00
18701,0.00:03:07.01,8492.00,-216.00
18702,0.00:03:07.02,8489.00,-215.00
18703,0.00:03:07.03,8486.00,-215.00
18704,0.00:03:07.04,8483.00,-215.00
18705,0.00:03:07.05,8481.00,-215.00
18706,0.00:03:07.06,8478.00,-215.00
18707,0.00:03:07.07,8475.00,-214.00
18708,0.00:03:07.08,8473.00,-214.00
18709,0.00:03:07.09,8470.00,-214.00
18710,0.00:03:07.10,8467.00,-214.00
18711,0.00:03:07.11,8464.00,-214.00
18712,0.00:03:07.12,8461.00,-214.00
18713,0.00:03:07.13,8458.00,-214.00
18714,0.00:03:07.14,8455.00,-214.00
18715,0.00:03:07.15,8452.00,-214.00
18716,0.00:03:07.16,8450.00,-214.00
18717,0.00:03:07.17,8447.00,-213.00
18718,0.00:03:07.18,8444.00,-214.00
18719,0.00:03:07.19,8441.00,-213.00
18720,0.00:03:07.20,8438.00,-213.00
18721,0.00:03:07.21,8435.00,-213.00
18722,0.00:03:07.22,8432.00,-213.00
18723,0.00:03:07.23,8430.00,-213.00
18724,0.00:03:07.24,8427.00,-213.00
18725,0.00:03:07.25,8425.00,-213.00
18726,0.00:03:07.26,8422.00,-213.00
18727,0.00:03:07.27,8420.00,-213.00
18728,0.00:03:07.28,8417.00,-212.00
18729,0.00:03:07.29,8414.00,-212.00
18730,0.00:03:07.30,8411.00,-212.00
18731,0.00:03:07.31,8408.00,-212.00
18732,0.00:03:07.32,8406.00,-212.00
18733,0.00:03:07.33,8404.00,-212.00
18734,0.00:03:07.34,8401.00,-212.00
18735,0.00:03:07.35,8399.00,-212.00
18736,0.00:03:07.36,8395.00,-212.00
18737,0.00:03:07.37,8393.00,-212.00
18738,0.00:03:07.38,8390.00,-212.00
18739,0.00:03:07.39,8388.00,-212.00
18740,0.00:03:07.40,8385.00,-212.00
18741,0.00:03:07.41,8382.00,-212.00
18742,0.00:03:07.42,8379.00,-211.00
18743,0.00:03:07.43,8376.00,-211.00
18744,0.00:03:07.44,8373.00,-211.00
18745,0.00:03:07.45,8370.00,-211.00
18746,0.00:03:07.46,8367.00,-211.00
18747,0.00:03:07.47,8363.00,-211.00
18748,0.00:03:07.48,8361.00,-211.00
18749,0.00:03:07.49,8358.00,-211.00
18750,0.00:03:07.50,8355.00,-211.00
18751,0.00:03:07.51,8352.00,-211.00
18752,0.00:03:07.52,8349.00,-211.00
18753,0.00:03:07.53,8347.00,-210.00
18754,0.00:03:07.54,8343.00,-210.00
18755,0.00:03:07.55,8340.00,-210.00
18756,0.00:03:07.56,8338.00,-210.00
18757,0.00:03:07.57,8335.00,-210.00
18758,0.00:03:07.58,8332.00,-210.00
18759,0.00:03:07.59,8330.00,-210.00
18760,0.00:03:07.60,8327.00,-209.00
18761,0.00:03:07.61,8324.00,-209.00
18762,0.00:03:07.62,8322.00,-210.00
18763,0.00:03:07.63,8319.00,-209.00
18764,0.00:03:07.64,8316.00,-209.00
18765,0.00:03:07.65,8313.00,-209.00
18766,0.00:03:07.66,8311.00,-209.00
18767,0.00:03:07.67,8308.00,-209.00
18768,0.00:03:07.68,8305.00,-209.00
18769,0.00:03:07.69,8303.00,-209.00
18770,0.00:03:07.70,8300.00,-209.00
18771,0.00:03:07.71,8297.00,-209.00
18772,0.00:03:07.72,8294.00,-208.00
18773,0.00:03:07.73,8291.00,-208.00
18774,0.00:03:07.74,8289.00,-208.00
18775,0.00:03:07.75,8286.00,-208.00
18776,0.00:03:07.76,8283.00,-208.00
18777,0.00:03:07.77,8281.00,-208.00
18778,0.00:03:07.78,8278.00,-208.00
18779,0.00:03:07.79,8275.00,-208.00
18780,0.00:03:07.80,8272.00,-207.00
18781,0.00:03:07.81,8270.00,-207.00
18782,0.00:03:07.82,8267.00,-208.00
18783,0.00:03:07.83,8264.00,-207.00
18784,0.00:03:07.84,8261.00,-207.00
18785,0.00:03:07.85,8258.00,-207.00
18786,0.00:03:07.86,8256.00,-207.00
18787,0.00:03:07.87,8253.00,-207.00
18788,0.00:03:07.88,8250.00,-207.00
18789,0.00:03:07.89,8247.00,-207.00
18790,0.00:03:07.90,8245.00,-207.00
18791,0.00:03:07.91,8242.00,-207.00
18792,0.00:03:07.92,8240.00,-206.00
18793,0.00:03:07.93,8237.00,-206.00
18794,0.00:03:07.94,8234.00,-206.00
18795,0.00:03:07.95,8231.00,-206.00
18796,0.00:03:07.96,8229.00,-206.00
18797,0.00:03:07.97,8226.00,-206.00
18798,0.00:03:07.98,8224.00,-206.00
18799,0.00:03:07.99,8222.00,-206.00
18800,0.00:03:08.00,8219.00,-206.00
18801,0.00:03:08.01,8216.00,-205.00
18802,0.00:03:08.02,8214.00,-205.00
18803,0.00:03:08.03,8211.00,-205.00
18804,0.00:03:08.04,8209.00,-205.00
18805,0.00:03:08.05,8206.00,-205.00
18806,0.00:03:08.06,8204.00,-205.00
18807,0.00:03:08.07,8202.00,-205.00
18808,0.00:03:08.08,8199.00,-205.00
18809,0.00:03:08.09,8196.00,-205.00
18810,0.00:03:08.10,8193.00,-205.00
18811,0.00:03:08.11,8191.00,-204.00
18812,0.00:03:08.12,8188.00,-204.00
18813,0.00:03:08.13,8185.00,-204.00
18814,0.00:03:08.14,8182.00,-204.00
18815,0.00:03:08.15,8180.00,-204.00
18816,0.00:03:08.16,8177.00,-204.00
18817,0.00:03:08.17,8173.00,-204.00
18818,0.00:03:08.18,8170.00,-204.00
18819,0.00:03:08.19,8167.00,-204.00
18820,0.00:03:08.20,8164.00,-203.00
18821,0.00:03:08.21,8161.00,-204.00
18822,0.00:03:08.22,8159.00,-203.00
18823,0.00:03:08.23,8156.00,-203.00
18824,0.00:03:08.24,8153.00,-203.00
18825,0.00:03:08.25,8150.00,-203.00
18826,0.00:03:08.26,8147.00,-203.00
18827,0.00:03:08.27,8144.00,-203.00
18828,0.00:03:08.28,8141.00,-203.00
18829,0.00:03:08.29,8139.00,-203.00
18830,0.00:03:08.30,8137.00,-203.00
18831,0.00:03:08.31,8134.00,-202.00
18832,0.00:03:08.32,8131.00,-202.00
18833,0.00:03:08.33,8128.00,-203.00
18834,0.00:03:08.34,8125.00,-202.00
18835,0.00:03:08.35,8123.00,-202.00
18836,0.00:03:08.36,8120.00,-202.00
18837,0.00:03:08.37,8117.00,-202.00
18838,0.00:03:08.38,8115.00,-202.00
18839,0.00:03:08.39,8113.00,-202.00
18840,0.00:03:08.40,8110.00,-201.00
18841,0.00:03:08.41,8107.00,-201.00
18842,0.00:03:08.42,8105.00,-201.00
18843,0.00:03:08.43,8102.00,-201.00
18844,0.00:03:08.44,8099.00,-202.00
18845,0.00:03:08.45,8096.00,-201.00
18846,0.00:03:08.46,8094.00,-201.00
18847,0.00:03:08.47,8091.00,-201.00
18848,0.00:03:08.48,8089.00,-201.00
18849,0.00:03:08.49,8086.00,-201.00
18850,0.00:03:08.50,8083.00,-201.00
18851,0.00:03:08.51,8080.00,-200.00
18852,0.00:03:08.52,8078.00,-200.00
18853,0.00:03:08.53,8075.00,-201.00
18854,0.00:03:08.54,8072.00,-200.00
18855,0.00:03:08.55,8070.00,-200.00
18856,0.00:03:08.56,8067.00,-200.00
18857,0.00:03:08.57,8064.00,-200.00
18858,0.00:03:08.58,8061.00,-200.00
18859,0.00:03:08.59,8059.00,-200.00
18860,0.00:03:08.60,8056.00,-200.00
18861,0.00:03:08.61,8053.00,-200.00
18862,0.00:03:08.62,8050.00,-200.00
18863,0.00:03:08.63,8049.00,-199.00
18864,0.00:03:08.64,8046.00,-199.00
18865,0.00:03:08.65,8043.00,-199.00
18866,0.00:03:08.66,8041.00,-199.00
18867,0.00:03:08.67,8038.00,-199.00
18868,0.00:03:08.68,8036.00,-199.00
18869,0.00:03:08.69,8033.00,-199.00
18870,0.00:03:08.70,8030.00,-199.00
18871,0.00:03:08.71,8028.00,-199.00
18872,0.00:03:08.72,8025.00,-199.00
18873,0.00:03:08.73,8023.00,-199.00
18874,0.00:03:08.74,8020.00,-199.00
18875,0.00:03:08.75,8017.00,-199.00
18876,0.00:03:08.76,8015.00,-199.00
18877,0.00:03:08.77,8012.00,-199.00
18878,0.00:03:08.78,8009.00,-199.00
18879,0.00:03:08.79,8006.00,-199.00
18880,0.00:03:08.80,8004.00,-198.00
18881,0.00:03:08.81,8001.00,-198.00
18882,0.00:03:08.82,7998.00,-198.00
18883,0.00:03:08.83,7995.00,-198.00
18884,0.00:03:08.84,7992.00,-198.00
18885,0.00:03:08.85,7989.00,-198.00
18886,0.00:03:08.86,7986.00,-198.00
18887,0.00:03:08.87,7983.00,-198.00
18888,0.00:03:08.88,7980.00,-197.00
18889,0.00:03:08.89,7978.00,-197.00
18890,0.00:03:08.90,7975.00,-197.00
18891,0.00:03:08.91,7972.00,-197.00
18892,0.00:03:08.92,7969.00,-197.00
18893,0.00:03:08.93,7966.00,-197.00
18894,0.00:03:08.94,7964.00,-197.00
18895,0.00:03:08.95,7961.00,-197.00
18896,0.00:03:08.96,7959.00,-197.00
18897,0.00:03:08.97,7956.00,-196.00
18898,0.00:03:08.98,7953.00,-196.00
18899,0.00:03:08.99,7950.00,-196.00
18900,0.00:03:09.00,7948.00,-196.00
18901,0.00:03:09.01,7945.00,-196.00
18902,0.00:03:09.02,7942.00,-196.00
18903,0.00:03:09.03,7940.00,-196.00
18904,0.00:03:09.04,7937.00,-196.00
18905,0.00:03:09.05,7935.00,-196.00
18906,0.00:03:09.06,7932.00,-195.00
18907,0.00:03:09.07,7929.00,-196.00
18908,0.00:03:09.08,7927.00,-195.00
18909,0.00:03:09.09,7924.00,-195.00
18910,0.00:03:09.10,7921.00,-195.00
18911,0.00:03:09.11,7919.00,-195.00
18912,0.00:03:09.12,7917.00,-195.00
18913,0.00:03:09.13,7914.00,-195.00
18914,0.00:03:09.14,7911.00,-195.00
18915,0.00:03:09.15,7907.00,-195.00
18916,0.00:03:09.16,7905.00,-195.00
18917,0.00:03:09.17,7902.00,-195.00
18918,0.00:03:09.18,7899.00,-195.00
18919,0.00:03:09.19,7897.00,-194.00
18920,0.00:03:09.20,7894.00,-194.00
18921,0.00:03:09.21,7891.00,-194.00
18922,0.00:03:09.22,7888.00,-194.00
18923,0.00:03:09.23,7885.00,-194.00
18924,0.00:03:09.24,7882.00,-194.00
18925,0.00:03:09.25,7879.00,-194.00
18926,0.00:03:09.26,7876.00,-193.00
18927,0.00:03:09.27,7874.00,-193.00
18928,0.00:03:09.28,7871.00,-193.00
18929,0.00:03:09.29,7868.00,-193.00
18930,0.00:03:09.30,7866.00,-193.00
18931,0.00:03:09.31,7863.00,-193.00
18932,0.00:03:09.32,7860.00,-193.00
18933,0.00:03:09.33,7858.00,-193.00
18934,0.00:03:09.34,7855.00,-193.00
18935,0.00:03:09.35,7853.00,-192.00
18936,0.00:03:09.36,7851.00,-192.00
18937,0.00:03:09.37,7848.00,-192.00
18938,0.00:03:09.38,7845.00,-192.00
18939,0.00:03:09.39,7842.00,-192.00
18940,0.00:03:09.40,7840.00,-192.00
18941,0.00:03:09.41,7838.00,-192.00
18942,0.00:03:09.42,7835.00,-192.00
18943,0.00:03:09.43,7832.00,-192.00
