Scan #,Time,Uniaxial Gage C2A-13-250LW-120 on S1-Ch1 microstrain,Uniaxial Gage C2A-13-250LW-120 on S1-Ch2 microstrain
1245,0.00:00:12.45,34.00,-8.00
1246,0.00:00:12.46,34.00,-8.00
1247,0.00:00:12.47,34.00,-8.00
1248,0.00:00:12.48,34.00,-8.00
1249,0.00:00:12.49,34.00,-8.00
1250,0.00:00:12.50,34.00,-8.00
1251,0.00:00:12.51,34.00,-8.00
1252,0.00:00:12.52,33.00,-8.00
1253,0.00:00:12.53,34.00,-8.00
1254,0.00:00:12.54,34.00,-8.00
1255,0.00:00:12.55,34.00,-8.00
1256,0.00:00:12.56,34.00,-8.00
1257,0.00:00:12.57,34.00,-8.00
1258,0.00:00:12.58,33.00,-8.00
1259,0.00:00:12.59,33.00,-8.00
1260,0.00:00:12.60,33.00,-8.00
1261,0.00:00:12.61,33.00,-8.00
1262,0.00:00:12.62,34.00,-8.00
1263,0.00:00:12.63,33.00,-8.00
1264,0.00:00:12.64,33.00,-8.00
1265,0.00:00:12.65,33.00,-8.00
1266,0.00:00:12.66,33.00,-8.00
1267,0.00:00:12.67,33.00,-8.00
1268,0.00:00:12.68,33.00,-8.00
1269,0.00:00:12.69,33.00,-8.00
1270,0.00:00:12.70,33.00,-8.00
1271,0.00:00:12.71,33.00,-8.00
1272,0.00:00:12.72,33.00,-8.00
1273,0.00:00:12.73,33.00,-8.00
1274,0.00:00:12.74,33.00,-8.00
1275,0.00:00:12.75,33.00,-8.00
1276,0.00:00:12.76,33.00,-8.00
1277,0.00:00:12.77,32.00,-8.00
1278,0.00:00:12.78,32.00,-8.00
1279,0.00:00:12.79,32.00,-8.00
1280,0.00:00:12.80,32.00,-8.00
1281,0.00:00:12.81,32.00,-8.00
1282,0.00:00:12.82,32.00,-8.00
1283,0.00:00:12.83,32.00,-8.00
1284,0.00:00:12.84,33.00,-8.00
1285,0.00:00:12.85,32.00,-8.00
1286,0.00:00:12.86,32.00,-8.00
1287,0.00:00:12.87,32.00,-8.00
1288,0.00:00:12.88,32.00,-8.00
1289,0.00:00:12.89,32.00,-8.00
1290,0.00:00:12.90,32.00,-8.00
1291,0.00:00:12.91,32.00,-8.00
1292,0.00:00:12.92,32.00,-8.00
1293,0.00:00:12.93,32.00,-8.00
1294,0.00:00:12.94,32.00,-8.00
1295,0.00:00:12.95,32.00,-8.00
1296,0.00:00:12.96,32.00,-8.00
1297,0.00:00:12.97,32.00,-8.00
1298,0.00:00:12.98,32.00,-8.00
1299,0.00:00:12.99,32.00,-8.00
1300,0.00:00:13.00,32.00,-8.00
1301,0.00:00:13.01,32.00,-8.00
1302,0.00:00:13.02,32.00,-8.00
1303,0.00:00:13.03,32.00,-8.00
1304,0.00:00:13.04,32.00,-8.00
1305,0.00:00:13.05,32.00,-8.00
1306,0.00:00:13.06,33.00,-8.00
1307,0.00:00:13.07,32.00,-8.00
1308,0.00:00:13.08,33.00,-8.00
1309,0.00:00:13.09,33.00,-8.00
1310,0.00:00:13.10,33.00,-8.00
1311,0.00:00:13.11,33.00,-8.00
1312,0.00:00:13.12,34.00,-8.00
1313,0.00:00:13.13,34.00,-8.00
1314,0.00:00:13.14,34.00,-8.00
1315,0.00:00:13.15,34.00,-8.00
1316,0.00:00:13.16,34.00,-8.00
1317,0.00:00:13.17,35.00,-8.00
1318,0.00:00:13.18,35.00,-8.00
1319,0.00:00:13.19,35.00,-8.00
1320,0.00:00:13.20,35.00,-8.00
1321,0.00:00:13.21,35.00,-8.00
1322,0.00:00:13.22,35.00,-9.00
1323,0.00:00:13.23,35.00,-8.00
1324,0.00:00:13.24,36.00,-8.00
1325,0.00:00:13.25,36.00,-8.00
1326,0.00:00:13.26,36.00,-8.00
1327,0.00:00:13.27,36.00,-8.00
1328,0.00:00:13.28,36.00,-8.00
1329,0.00:00:13.29,36.00,-8.00
1330,0.00:00:13.30,36.00,-8.00
1331,0.00:00:13.31,36.00,-9.00
1332,0.00:00:13.32,36.00,-8.00
1333,0.00:00:13.33,36.00,-9.00
1334,0.00:00:13.34,36.00,-9.00
1335,0.00:00:13.35,36.00,-9.00
1336,0.00:00:13.36,37.00,-9.00
1337,0.00:00:13.37,37.00,-9.00
1338,0.00:00:13.38,37.00,-8.00
1339,0.00:00:13.39,37.00,-9.00
1340,0.00:00:13.40,37.00,-9.00
1341,0.00:00:13.41,37.00,-9.00
1342,0.00:00:13.42,37.00,-8.00
1343,0.00:00:13.43,36.00,-8.00
1344,0.00:00:13.44,36.00,-8.00
1345,0.00:00:13.45,37.00,-9.00
1346,0.00:00:13.46,36.00,-8.00
1347,0.00:00:13.47,36.00,-9.00
1348,0.00:00:13.48,36.00,-9.00
1349,0.00:00:13.49,36.00,-8.00
1350,0.00:00:13.50,36.00,-9.00
1351,0.00:00:13.51,36.00,-8.00
1352,0.00:00:13.52,36.00,-8.00
1353,0.00:00:13.53,36.00,-9.00
1354,0.00:00:13.54,36.00,-8.00
1355,0.00:00:13.55,36.00,-9.00
1356,0.00:00:13.56,36.00,-9.00
1357,0.00:00:13.57,36.00,-9.00
1358,0.00:00:13.58,36.00,-9.00
1359,0.00:00:13.59,36.00,-9.00
1360,0.00:00:13.60,36.00,-8.00
1361,0.00:00:13.61,36.00,-9.00
1362,0.00:00:13.62,36.00,-8.00
1363,0.00:00:13.63,36.00,-8.00
1364,0.00:00:13.64,36.00,-8.00
1365,0.00:00:13.65,36.00,-8.00
1366,0.00:00:13.66,36.00,-9.00
1367,0.00:00:13.67,36.00,-9.00
1368,0.00:00:13.68,36.00,-9.00
1369,0.00:00:13.69,36.00,-9.00
1370,0.00:00:13.70,36.00,-8.00
1371,0.00:00:13.71,36.00,-9.00
1372,0.00:00:13.72,36.00,-9.00
1373,0.00:00:13.73,36.00,-8.00
1374,0.00:00:13.74,36.00,-9.00
1375,0.00:00:13.75,36.00,-9.00
1376,0.00:00:13.76,36.00,-8.00
1377,0.00:00:13.77,36.00,-8.00
1378,0.00:00:13.78,36.00,-9.00
1379,0.00:00:13.79,36.00,-9.00
1380,0.00:00:13.80,36.00,-9.00
1381,0.00:00:13.81,36.00,-8.00
1382,0.00:00:13.82,37.00,-8.00
1383,0.00:00:13.83,37.00,-9.00
1384,0.00:00:13.84,37.00,-9.00
1385,0.00:00:13.85,37.00,-9.00
1386,0.00:00:13.86,37.00,-9.00
1387,0.00:00:13.87,37.00,-9.00
1388,0.00:00:13.88,37.00,-8.00
1389,0.00:00:13.89,37.00,-9.00
1390,0.00:00:13.90,37.00,-9.00
1391,0.00:00:13.91,37.00,-9.00
1392,0.00:00:13.92,37.00,-8.00
1393,0.00:00:13.93,37.00,-9.00
1394,0.00:00:13.94,37.00,-9.00
1395,0.00:00:13.95,37.00,-9.00
1396,0.00:00:13.96,37.00,-9.00
1397,0.00:00:13.97,37.00,-9.00
1398,0.00:00:13.98,37.00,-8.00
1399,0.00:00:13.99,37.00,-9.00
1400,0.00:00:14.00,36.00,-9.00
1401,0.00:00:14.01,37.00,-9.00
1402,0.00:00:14.02,37.00,-9.00
1403,0.00:00:14.03,37.00,-8.00
1404,0.00:00:14.04,37.00,-8.00
1405,0.00:00:14.05,36.00,-8.00
1406,0.00:00:14.06,36.00,-8.00
1407,0.00:00:14.07,36.00,-9.00
1408,0.00:00:14.08,36.00,-8.00
1409,0.00:00:14.09,36.00,-9.00
1410,0.00:00:14.10,36.00,-8.00
1411,0.00:00:14.11,36.00,-8.00
1412,0.00:00:14.12,36.00,-8.00
1413,0.00:00:14.13,36.00,-8.00
1414,0.00:00:14.14,36.00,-8.00
1415,0.00:00:14.15,36.00,-8.00
1416,0.00:00:14.16,36.00,-9.00
1417,0.00:00:14.17,36.00,-9.00
1418,0.00:00:14.18,36.00,-8.00
1419,0.00:00:14.19,36.00,-8.00
1420,0.00:00:14.20,37.00,-9.00
1421,0.00:00:14.21,36.00,-8.00
1422,0.00:00:14.22,36.00,-8.00
1423,0.00:00:14.23,37.00,-8.00
1424,0.00:00:14.24,36.00,-9.00
1425,0.00:00:14.25,37.00,-8.00
1426,0.00:00:14.26,37.00,-8.00
1427,0.00:00:14.27,37.00,-8.00
1428,0.00:00:14.28,37.00,-8.00
1429,0.00:00:14.29,37.00,-8.00
1430,0.00:00:14.30,37.00,-8.00
1431,0.00:00:14.31,37.00,-8.00
1432,0.00:00:14.32,37.00,-8.00
1433,0.00:00:14.33,37.00,-9.00
1434,0.00:00:14.34,37.00,-8.00
1435,0.00:00:14.35,37.00,-9.00
1436,0.00:00:14.36,38.00,-8.00
1437,0.00:00:14.37,38.00,-9.00
1438,0.00:00:14.38,38.00,-8.00
1439,0.00:00:14.39,38.00,-9.00
1440,0.00:00:14.40,38.00,-9.00
1441,0.00:00:14.41,38.00,-9.00
1442,0.00:00:14.42,38.00,-9.00
1443,0.00:00:14.43,38.00,-8.00
1444,0.00:00:14.44,38.00,-8.00
1445,0.00:00:14.45,38.00,-8.00
1446,0.00:00:14.46,38.00,-8.00
1447,0.00:00:14.47,38.00,-9.00
1448,0.00:00:14.48,38.00,-9.00
1449,0.00:00:14.49,38.00,-9.00
1450,0.00:00:14.50,38.00,-8.00
1451,0.00:00:14.51,38.00,-9.00
1452,0.00:00:14.52,38.00,-8.00
1453,0.00:00:14.53,38.00,-9.00
1454,0.00:00:14.54,38.00,-9.00
1455,0.00:00:14.55,38.00,-8.00
1456,0.00:00:14.56,38.00,-9.00
1457,0.00:00:14.57,39.00,-9.00
1458,0.00:00:14.58,39.00,-9.00
1459,0.00:00:14.59,39.00,-9.00
1460,0.00:00:14.60,39.00,-9.00
1461,0.00:00:14.61,39.00,-9.00
1462,0.00:00:14.62,39.00,-9.00
1463,0.00:00:14.63,40.00,-9.00
1464,0.00:00:14.64,40.00,-9.00
1465,0.00:00:14.65,40.00,-9.00
1466,0.00:00:14.66,40.00,-9.00
1467,0.00:00:14.67,40.00,-8.00
1468,0.00:00:14.68,39.00,-9.00
1469,0.00:00:14.69,40.00,-9.00
1470,0.00:00:14.70,40.00,-9.00
1471,0.00:00:14.71,39.00,-9.00
1472,0.00:00:14.72,40.00,-9.00
1473,0.00:00:14.73,40.00,-9.00
1474,0.00:00:14.74,39.00,-9.00
1475,0.00:00:14.75,39.00,-9.00
1476,0.00:00:14.76,39.00,-9.00
1477,0.00:00:14.77,39.00,-9.00
1478,0.00:00:14.78,39.00,-9.00
1479,0.00:00:14.79,39.00,-9.00
1480,0.00:00:14.80,39.00,-9.00
1481,0.00:00:14.81,39.00,-9.00
1482,0.00:00:14.82,39.00,-9.00
1483,0.00:00:14.83,39.00,-8.00
1484,0.00:00:14.84,39.00,-9.00
1485,0.00:00:14.85,39.00,-9.00
1486,0.00:00:14.86,39.00,-9.00
1487,0.00:00:14.87,39.00,-9.00
1488,0.00:00:14.88,39.00,-9.00
1489,0.00:00:14.89,39.00,-9.00
1490,0.00:00:14.90,39.00,-9.00
1491,0.00:00:14.91,39.00,-9.00
1492,0.00:00:14.92,39.00,-9.00
1493,0.00:00:14.93,38.00,-9.00
1494,0.00:00:14.94,39.00,-9.00
1495,0.00:00:14.95,39.00,-9.00
1496,0.00:00:14.96,38.00,-9.00
1497,0.00:00:14.97,39.00,-9.00
1498,0.00:00:14.98,39.00,-9.00
1499,0.00:00:14.99,39.00,-9.00
1500,0.00:00:15.00,38.00,-9.00
1501,0.00:00:15.01,38.00,-8.00
1502,0.00:00:15.02,38.00,-9.00
1503,0.00:00:15.03,38.00,-9.00
1504,0.00:00:15.04,38.00,-9.00
1505,0.00:00:15.05,38.00,-9.00
1506,0.00:00:15.06,38.00,-9.00
1507,0.00:00:15.07,38.00,-9.00
1508,0.00:00:15.08,38.00,-9.00
1509,0.00:00:15.09,39.00,-8.00
1510,0.00:00:15.10,38.00,-9.00
1511,0.00:00:15.11,38.00,-9.00
1512,0.00:00:15.12,38.00,-9.00
1513,0.00:00:15.13,38.00,-9.00
1514,0.00:00:15.14,38.00,-9.00
1515,0.00:00:15.15,38.00,-9.00
1516,0.00:00:15.16,38.00,-9.00
1517,0.00:00:15.17,38.00,-9.00
1518,0.00:00:15.18,38.00,-8.00
1519,0.00:00:15.19,38.00,-9.00
1520,0.00:00:15.20,38.00,-9.00
1521,0.00:00:15.21,38.00,-8.00
1522,0.00:00:15.22,38.00,-8.00
1523,0.00:00:15.23,38.00,-9.00
1524,0.00:00:15.24,38.00,-8.00
1525,0.00:00:15.25,38.00,-8.00
1526,0.00:00:15.26,38.00,-9.00
1527,0.00:00:15.27,38.00,-9.00
1528,0.00:00:15.28,38.00,-9.00
1529,0.00:00:15.29,38.00,-9.00
1530,0.00:00:15.30,38.00,-9.00
1531,0.00:00:15.31,38.00,-8.00
1532,0.00:00:15.32,38.00,-8.00
1533,0.00:00:15.33,38.00,-9.00
1534,0.00:00:15.34,38.00,-9.00
1535,0.00:00:15.35,38.00,-9.00
1536,0.00:00:15.36,38.00,-9.00
1537,0.00:00:15.37,38.00,-8.00
1538,0.00:00:15.38,38.00,-8.00
1539,0.00:00:15.39,38.00,-9.00
1540,0.00:00:15.40,38.00,-9.00
1541,0.00:00:15.41,38.00,-9.00
1542,0.00:00:15.42,38.00,-8.00
1543,0.00:00:15.43,37.00,-8.00
1544,0.00:00:15.44,38.00,-9.00
1545,0.00:00:15.45,37.00,-8.00
1546,0.00:00:15.46,37.00,-8.00
1547,0.00:00:15.47,37.00,-8.00
1548,0.00:00:15.48,37.00,-9.00
1549,0.00:00:15.49,37.00,-9.00
1550,0.00:00:15.50,37.00,-8.00
1551,0.00:00:15.51,38.00,-8.00
1552,0.00:00:15.52,37.00,-8.00
1553,0.00:00:15.53,37.00,-8.00
1554,0.00:00:15.54,37.00,-8.00
1555,0.00:00:15.55,37.00,-9.00
1556,0.00:00:15.56,37.00,-8.00
1557,0.00:00:15.57,37.00,-8.00
1558,0.00:00:15.58,37.00,-8.00
1559,0.00:00:15.59,37.00,-8.00
1560,0.00:00:15.60,37.00,-8.00
1561,0.00:00:15.61,37.00,-8.00
1562,0.00:00:15.62,37.00,-8.00
1563,0.00:00:15.63,37.00,-9.00
1564,0.00:00:15.64,37.00,-8.00
1565,0.00:00:15.65,37.00,-9.00
1566,0.00:00:15.66,37.00,-9.00
1567,0.00:00:15.67,36.00,-8.00
1568,0.00:00:15.68,36.00,-8.00
1569,0.00:00:15.69,37.00,-8.00
1570,0.00:00:15.70,36.00,-8.00
1571,0.00:00:15.71,36.00,-8.00
1572,0.00:00:15.72,36.00,-8.00
1573,0.00:00:15.73,36.00,-8.00
1574,0.00:00:15.74,36.00,-8.00
1575,0.00:00:15.75,36.00,-8.00
1576,0.00:00:15.76,36.00,-8.00
1577,0.00:00:15.77,36.00,-8.00
1578,0.00:00:15.78,36.00,-8.00
1579,0.00:00:15.79,36.00,-9.00
1580,0.00:00:15.80,36.00,-8.00
1581,0.00:00:15.81,36.00,-8.00
1582,0.00:00:15.82,36.00,-8.00
1583,0.00:00:15.83,36.00,-8.00
1584,0.00:00:15.84,36.00,-9.00
1585,0.00:00:15.85,36.00,-8.00
1586,0.00:00:15.86,36.00,-8.00
1587,0.00:00:15.87,36.00,-8.00
1588,0.00:00:15.88,36.00,-8.00
1589,0.00:00:15.89,36.00,-8.00
1590,0.00:00:15.90,36.00,-8.00
1591,0.00:00:15.91,36.00,-8.00
1592,0.00:00:15.92,35.00,-8.00
1593,0.00:00:15.93,36.00,-8.00
1594,0.00:00:15.94,36.00,-8.00
1595,0.00:00:15.95,36.00,-8.00
1596,0.00:00:15.96,36.00,-8.00
1597,0.00:00:15.97,36.00,-8.00
1598,0.00:00:15.98,36.00,-8.00
1599,0.00:00:15.99,36.00,-8.00
1600,0.00:00:16.00,36.00,-8.00
1601,0.00:00:16.01,36.00,-8.00
1602,0.00:00:16.02,36.00,-8.00
1603,0.00:00:16.03,36.00,-8.00
1604,0.00:00:16.04,36.00,-8.00
1605,0.00:00:16.05,36.00,-8.00
1606,0.00:00:16.06,36.00,-8.00
1607,0.00:00:16.07,36.00,-8.00
1608,0.00:00:16.08,36.00,-8.00
1609,0.00:00:16.09,36.00,-8.00
1610,0.00:00:16.10,36.00,-8.00
1611,0.00:00:16.11,36.00,-8.00
1612,0.00:00:16.12,36.00,-8.00
1613,0.00:00:16.13,36.00,-8.00
1614,0.00:00:16.14,36.00,-8.00
1615,0.00:00:16.15,36.00,-8.00
1616,0.00:00:16.16,36.00,-8.00
1617,0.00:00:16.17,36.00,-8.00
1618,0.00:00:16.18,36.00,-8.00
1619,0.00:00:16.19,36.00,-8.00
1620,0.00:00:16.20,36.00,-8.00
1621,0.00:00:16.21,36.00,-8.00
1622,0.00:00:16.22,36.00,-8.00
1623,0.00:00:16.23,36.00,-8.00
1624,0.00:00:16.24,36.00,-8.00
1625,0.00:00:16.25,36.00,-8.00
1626,0.00:00:16.26,36.00,-8.00
1627,0.00:00:16.27,36.00,-8.00
1628,0.00:00:16.28,36.00,-8.00
1629,0.00:00:16.29,36.00,-8.00
1630,0.00:00:16.30,36.00,-8.00
1631,0.00:00:16.31,36.00,-8.00
1632,0.00:00:16.32,36.00,-8.00
1633,0.00:00:16.33,36.00,-8.00
1634,0.00:00:16.34,36.00,-8.00
1635,0.00:00:16.35,36.00,-8.00
1636,0.00:00:16.36,36.00,-8.00
1637,0.00:00:16.37,36.00,-8.00
1638,0.00:00:16.38,36.00,-8.00
1639,0.00:00:16.39,36.00,-8.00
1640,0.00:00:16.40,36.00,-8.00
1641,0.00:00:16.41,36.00,-8.00
1642,0.00:00:16.42,36.00,-8.00
1643,0.00:00:16.43,36.00,-8.00
1644,0.00:00:16.44,36.00,-8.00
1645,0.00:00:16.45,36.00,-8.00
1646,0.00:00:16.46,36.00,-8.00
1647,0.00:00:16.47,36.00,-8.00
1648,0.00:00:16.48,36.00,-8.00
1649,0.00:00:16.49,35.00,-8.00
1650,0.00:00:16.50,36.00,-8.00
1651,0.00:00:16.51,35.00,-8.00
1652,0.00:00:16.52,36.00,-8.00
1653,0.00:00:16.53,36.00,-8.00
1654,0.00:00:16.54,36.00,-8.00
1655,0.00:00:16.55,35.00,-8.00
1656,0.00:00:16.56,36.00,-8.00
1657,0.00:00:16.57,36.00,-8.00
1658,0.00:00:16.58,36.00,-8.00
1659,0.00:00:16.59,36.00,-8.00
1660,0.00:00:16.60,36.00,-8.00
1661,0.00:00:16.61,36.00,-8.00
1662,0.00:00:16.62,36.00,-8.00
1663,0.00:00:16.63,36.00,-8.00
1664,0.00:00:16.64,36.00,-8.00
1665,0.00:00:16.65,37.00,-8.00
1666,0.00:00:16.66,37.00,-8.00
1667,0.00:00:16.67,37.00,-8.00
1668,0.00:00:16.68,37.00,-8.00
1669,0.00:00:16.69,37.00,-8.00
1670,0.00:00:16.70,37.00,-9.00
1671,0.00:00:16.71,38.00,-9.00
1672,0.00:00:16.72,38.00,-8.00
1673,0.00:00:16.73,38.00,-8.00
1674,0.00:00:16.74,38.00,-8.00
1675,0.00:00:16.75,38.00,-9.00
1676,0.00:00:16.76,38.00,-9.00
1677,0.00:00:16.77,38.00,-9.00
1678,0.00:00:16.78,39.00,-8.00
1679,0.00:00:16.79,39.00,-9.00
1680,0.00:00:16.80,39.00,-9.00
1681,0.00:00:16.81,39.00,-9.00
1682,0.00:00:16.82,39.00,-9.00
1683,0.00:00:16.83,39.00,-9.00
1684,0.00:00:16.84,39.00,-9.00
1685,0.00:00:16.85,39.00,-9.00
1686,0.00:00:16.86,40.00,-9.00
1687,0.00:00:16.87,39.00,-9.00
1688,0.00:00:16.88,40.00,-9.00
1689,0.00:00:16.89,40.00,-9.00
1690,0.00:00:16.90,40.00,-9.00
1691,0.00:00:16.91,40.00,-9.00
1692,0.00:00:16.92,40.00,-9.00
1693,0.00:00:16.93,40.00,-9.00
1694,0.00:00:16.94,41.00,-9.00
1695,0.00:00:16.95,40.00,-9.00
1696,0.00:00:16.96,40.00,-9.00
1697,0.00:00:16.97,40.00,-9.00
1698,0.00:00:16.98,41.00,-9.00
1699,0.00:00:16.99,41.00,-9.00
1700,0.00:00:17.00,40.00,-9.00
1701,0.00:00:17.01,40.00,-9.00
1702,0.00:00:17.02,40.00,-9.00
1703,0.00:00:17.03,40.00,-9.00
1704,0.00:00:17.04,41.00,-9.00
1705,0.00:00:17.05,40.00,-9.00
1706,0.00:00:17.06,40.00,-9.00
1707,0.00:00:17.07,40.00,-9.00
1708,0.00:00:17.08,40.00,-9.00
1709,0.00:00:17.09,40.00,-9.00
1710,0.00:00:17.10,40.00,-9.00
1711,0.00:00:17.11,40.00,-9.00
1712,0.00:00:17.12,40.00,-9.00
1713,0.00:00:17.13,40.00,-9.00
1714,0.00:00:17.14,40.00,-9.00
1715,0.00:00:17.15,40.00,-9.00
1716,0.00:00:17.16,40.00,-8.00
1717,0.00:00:17.17,40.00,-9.00
1718,0.00:00:17.18,40.00,-9.00
1719,0.00:00:17.19,40.00,-9.00
1720,0.00:00:17.20,40.00,-9.00
1721,0.00:00:17.21,40.00,-9.00
1722,0.00:00:17.22,40.00,-9.00
1723,0.00:00:17.23,40.00,-9.00
1724,0.00:00:17.24,40.00,-9.00
1725,0.00:00:17.25,40.00,-9.00
1726,0.00:00:17.26,40.00,-9.00
1727,0.00:00:17.27,40.00,-9.00
1728,0.00:00:17.28,40.00,-9.00
1729,0.00:00:17.29,40.00,-9.00
1730,0.00:00:17.30,40.00,-9.00
1731,0.00:00:17.31,40.00,-9.00
1732,0.00:00:17.32,40.00,-9.00
1733,0.00:00:17.33,39.00,-9.00
1734,0.00:00:17.34,40.00,-9.00
1735,0.00:00:17.35,39.00,-9.00
1736,0.00:00:17.36,40.00,-9.00
1737,0.00:00:17.37,40.00,-9.00
1738,0.00:00:17.38,40.00,-9.00
1739,0.00:00:17.39,40.00,-9.00
1740,0.00:00:17.40,40.00,-9.00
1741,0.00:00:17.41,40.00,-9.00
1742,0.00:00:17.42,40.00,-9.00
1743,0.00:00:17.43,40.00,-9.00
1744,0.00:00:17.44,39.00,-9.00
1745,0.00:00:17.45,40.00,-9.00
1746,0.00:00:17.46,40.00,-9.00
1747,0.00:00:17.47,39.00,-9.00
1748,0.00:00:17.48,40.00,-8.00
1749,0.00:00:17.49,40.00,-9.00
1750,0.00:00:17.50,40.00,-9.00
1751,0.00:00:17.51,40.00,-9.00
1752,0.00:00:17.52,40.00,-9.00
1753,0.00:00:17.53,40.00,-9.00
1754,0.00:00:17.54,40.00,-9.00
1755,0.00:00:17.55,40.00,-9.00
1756,0.00:00:17.56,40.00,-9.00
1757,0.00:00:17.57,40.00,-9.00
1758,0.00:00:17.58,40.00,-9.00
1759,0.00:00:17.59,40.00,-9.00
1760,0.00:00:17.60,40.00,-9.00
1761,0.00:00:17.61,40.00,-8.00
1762,0.00:00:17.62,40.00,-9.00
1763,0.00:00:17.63,40.00,-9.00
1764,0.00:00:17.64,40.00,-8.00
1765,0.00:00:17.65,40.00,-9.00
1766,0.00:00:17.66,40.00,-9.00
1767,0.00:00:17.67,40.00,-9.00
1768,0.00:00:17.68,40.00,-9.00
1769,0.00:00:17.69,40.00,-9.00
1770,0.00:00:17.70,40.00,-9.00
1771,0.00:00:17.71,40.00,-9.00
1772,0.00:00:17.72,40.00,-9.00
1773,0.00:00:17.73,40.00,-8.00
1774,0.00:00:17.74,40.00,-9.00
1775,0.00:00:17.75,40.00,-9.00
1776,0.00:00:17.76,40.00,-9.00
1777,0.00:00:17.77,40.00,-9.00
1778,0.00:00:17.78,40.00,-8.00
1779,0.00:00:17.79,40.00,-9.00
1780,0.00:00:17.80,40.00,-9.00
1781,0.00:00:17.81,40.00,-9.00
1782,0.00:00:17.82,40.00,-9.00
1783,0.00:00:17.83,40.00,-9.00
1784,0.00:00:17.84,40.00,-9.00
1785,0.00:00:17.85,40.00,-9.00
1786,0.00:00:17.86,40.00,-8.00
1787,0.00:00:17.87,40.00,-9.00
1788,0.00:00:17.88,40.00,-9.00
1789,0.00:00:17.89,40.00,-9.00
1790,0.00:00:17.90,40.00,-9.00
1791,0.00:00:17.91,40.00,-9.00
1792,0.00:00:17.92,40.00,-9.00
1793,0.00:00:17.93,40.00,-9.00
1794,0.00:00:17.94,40.00,-9.00
1795,0.00:00:17.95,40.00,-9.00
1796,0.00:00:17.96,40.00,-9.00
1797,0.00:00:17.97,40.00,-9.00
1798,0.00:00:17.98,40.00,-9.00
1799,0.00:00:17.99,39.00,-9.00
1800,0.00:00:18.00,39.00,-9.00
1801,0.00:00:18.01,39.00,-9.00
1802,0.00:00:18.02,39.00,-9.00
1803,0.00:00:18.03,39.00,-9.00
1804,0.00:00:18.04,39.00,-9.00
1805,0.00:00:18.05,39.00,-8.00
1806,0.00:00:18.06,39.00,-9.00
1807,0.00:00:18.07,39.00,-9.00
1808,0.00:00:18.08,39.00,-9.00
1809,0.00:00:18.09,38.00,-8.00
1810,0.00:00:18.10,39.00,-9.00
1811,0.00:00:18.11,39.00,-9.00
1812,0.00:00:18.12,38.00,-8.00
1813,0.00:00:18.13,38.00,-9.00
1814,0.00:00:18.14,38.00,-9.00
1815,0.00:00:18.15,38.00,-9.00
1816,0.00:00:18.16,38.00,-9.00
1817,0.00:00:18.17,38.00,-9.00
1818,0.00:00:18.18,38.00,-9.00
1819,0.00:00:18.19,38.00,-9.00
1820,0.00:00:18.20,38.00,-9.00
1821,0.00:00:18.21,38.00,-8.00
1822,0.00:00:18.22,38.00,-8.00
1823,0.00:00:18.23,38.00,-9.00
1824,0.00:00:18.24,38.00,-9.00
1825,0.00:00:18.25,38.00,-8.00
1826,0.00:00:18.26,38.00,-8.00
1827,0.00:00:18.27,38.00,-8.00
1828,0.00:00:18.28,38.00,-8.00
1829,0.00:00:18.29,38.00,-8.00
1830,0.00:00:18.30,38.00,-9.00
1831,0.00:00:18.31,38.00,-9.00
1832,0.00:00:18.32,38.00,-9.00
1833,0.00:00:18.33,38.00,-8.00
1834,0.00:00:18.34,38.00,-9.00
1835,0.00:00:18.35,38.00,-9.00
1836,0.00:00:18.36,38.00,-8.00
1837,0.00:00:18.37,38.00,-9.00
1838,0.00:00:18.38,38.00,-9.00
1839,0.00:00:18.39,38.00,-9.00
1840,0.00:00:18.40,38.00,-8.00
1841,0.00:00:18.41,38.00,-9.00
1842,0.00:00:18.42,38.00,-9.00
1843,0.00:00:18.43,38.00,-8.00
1844,0.00:00:18.44,38.00,-9.00
1845,0.00:00:18.45,38.00,-8.00
1846,0.00:00:18.46,38.00,-9.00
1847,0.00:00:18.47,38.00,-8.00
1848,0.00:00:18.48,38.00,-8.00
1849,0.00:00:18.49,38.00,-9.00
1850,0.00:00:18.50,38.00,-8.00
1851,0.00:00:18.51,38.00,-8.00
1852,0.00:00:18.52,38.00,-9.00
1853,0.00:00:18.53,38.00,-9.00
1854,0.00:00:18.54,38.00,-8.00
1855,0.00:00:18.55,38.00,-9.00
1856,0.00:00:18.56,38.00,-9.00
1857,0.00:00:18.57,38.00,-9.00
1858,0.00:00:18.58,38.00,-9.00
1859,0.00:00:18.59,38.00,-9.00
1860,0.00:00:18.60,38.00,-9.00
1861,0.00:00:18.61,38.00,-8.00
1862,0.00:00:18.62,37.00,-9.00
1863,0.00:00:18.63,38.00,-9.00
1864,0.00:00:18.64,37.00,-9.00
1865,0.00:00:18.65,37.00,-9.00
1866,0.00:00:18.66,38.00,-8.00
1867,0.00:00:18.67,37.00,-9.00
1868,0.00:00:18.68,37.00,-8.00
1869,0.00:00:18.69,37.00,-8.00
1870,0.00:00:18.70,37.00,-9.00
1871,0.00:00:18.71,37.00,-8.00
1872,0.00:00:18.72,37.00,-8.00
1873,0.00:00:18.73,37.00,-9.00
1874,0.00:00:18.74,37.00,-9.00
1875,0.00:00:18.75,37.00,-8.00
1876,0.00:00:18.76,37.00,-8.00
